model_origin,round,condition,scenario,original_execution_status,original_semantic_score_6,original_file,specification_file,structured_prompt_file,repaired_file,repair_model,repair_attempt,stateless,temperature,seed,num_ctx,num_predict,elapsed_seconds_client,prompt_eval_count,eval_count,total_duration_ns,prompt_eval_duration_ns,eval_duration_ns,done_reason,original_sha256,repair_prompt_sha256,raw_response_sha256,repaired_sha256,original_lines,repaired_lines,lines_added,lines_deleted,line_similarity_ratio,collection_status,collection_returncode,collection_seconds,execution_status_after_repair,execution_seconds_client,playwright_duration_ms,failure_message_after_repair,failure_class_after_repair,semantic_total_after_repair,semantic_classification_after_repair,successful_repair
qwen2.5-coder:7b,qwen_new_20,baseline,suite_navegar_sobre_nos,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_navegar_sobre_nos.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_navegar_sobre_nos.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/suite_navegar_sobre_nos/suite_navegar_sobre_nos.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,13.765,546,175,14475114200,3832765000,10212261000,stop,10bedc5c70da7fcf40c4ccee61326f08a0ba32d49e31426a4613cba962544705,960c39b7d5f9ffb40a44dec28d7924e02adc22153605deaebbfd66fefb1fc32c,387539b79fa7d5a1d84d788fece744117676a3b546a3c3790468532ce2a8e084,9dfd07fd799e2c0a199e30d8b12b68a2c024587728478b50de0848019ffbc704,19,19,1,1,0.9474,collected,0,1.976,failed,16.496,13229.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('footer a:has-text(""Information"")')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,baseline,suite_ordenar_livros_por_preco,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_ordenar_livros_por_preco.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_ordenar_livros_por_preco.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/suite_ordenar_livros_por_preco/suite_ordenar_livros_por_preco.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,15.818,722,191,16649002800,4773285000,11459386000,stop,6b0a61a0e1c821c7bc74ba58c646bfa23cdcae3f4a3de070a6a4be03c0d5871b,283a2490287ff4ee3cb5a68e2646bc8f08f5e4ebfb998ea2aecc277e50ccd5bb,13d265e6d33d5d07dc4be1e4799a426fd6e15d9c0042562225be1258a97616da,94aa372ddfb129bfac851a9477538239904b5d6a75c0807415bf04e85112fcd4,18,18,3,3,0.8333,collected,0,1.994,failed,16.355,13080.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('.orderby select')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,baseline,suite_persistencia_carrinho_apos_login,failed,2,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_persistencia_carrinho_apos_login.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_persistencia_carrinho_apos_login.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/suite_persistencia_carrinho_apos_login/suite_persistencia_carrinho_apos_login.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,34.846,757,494,37869777200,6187865000,31237154000,stop,9b43d747f40b0a6d9f3669a454d1af1026100ff9c9668897aa7fa25f4c2f294c,91cf0928b843e77df6482a096527385ba1bebad290ba9bb3d7a8173f917694a5,f7e8116c7d481dad5a5e57d127b25465efd3244c5ac474bd7a3a1ab53cb6e0f7,8827710d9b31c60d32a7213632a4ae24ed5272b56345c4bf25eacc335eb817af,46,54,21,13,0.66,collected,0,2.006,failed,16.311,13019.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('#login-button')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,baseline,suite_produtos_visualizados_recentemente,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_produtos_visualizados_recentemente.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_produtos_visualizados_recentemente.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/suite_produtos_visualizados_recentemente/suite_produtos_visualizados_recentemente.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,18.81,637,259,20105724500,4179037999,15423317000,stop,a99fdd7bca55c5ba3ec05aef6e904cf7f1139ceb09a76a2470320da309e884da,c61a7e43679a06f6b63982936b3adcac3b848d9982abdb922619d3e967a82e62,2310eefd2c95a41dccc3a3b33a3bf45164316b7d8bd1c5dd5968f74c3b0ea9e5,0b2f4ee7c918f226481ac29b5bc502fbfd857415565e30ca51507c4e71ea6a67,28,28,2,2,0.9286,collected,0,2.005,failed,17.035,13795.0,"TimeoutError: page.textContent: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('.recently-viewed-products')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,baseline,suite_visualizacao_livros_em_lista,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/suite_visualizacao_livros_em_lista.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_visualizacao_livros_em_lista.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/suite_visualizacao_livros_em_lista/suite_visualizacao_livros_em_lista.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,12.183,548,142,12656241700,3207743000,8887888000,stop,72a4058a0014e67766eaf1ea523ec18616ee9b96396fc411e7a6fcd5cc07a858,ae788278982a65b560f0c24f2c34d8a852b4190f2437fe694c5d5e2dd1f1d5c7,f147d592a3fc7fae9624bbfe1aa18e419ce7a8dc2205deb4545db070171cd734,95eb2ebaa2d5d9d05ada3ec93a13fc7bbf83c2d314b8e1fe870cd32e22e3ea98,19,19,4,4,0.7895,collected,0,2.045,failed,16.257,12967.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('button.view-as-list')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,baseline,user_registration_book_purchase,failed,3,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/baseline_qwen25coder_demowebshop20_20260727_01/user_registration_book_purchase.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/user_registration_book_purchase.txt,,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/baseline/user_registration_book_purchase/user_registration_book_purchase.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,36.003,1061,459,39043973600,8521013999,30097426000,stop,cf2a44590da5fff2f96694664e85b51bddb18f02ef4b8209df1d500a731f3a2c,267bf5dfad9055ea033aa2a2a93d85fd87de22a20c1a6b909d8658330428eca7,91f81025da48856b80222810bd252150157d409c27b736faf6617d0c2ea5fcd2,cf2a44590da5fff2f96694664e85b51bddb18f02ef4b8209df1d500a731f3a2c,51,51,0,0,1.0,collected,0,1.998,failed,17.308,14091.0,"TimeoutError: page.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('button[type=""submit""]')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_adicionar_dois_produtos_carrinho,failed,2,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_adicionar_dois_produtos_carrinho.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_adicionar_dois_produtos_carrinho.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_adicionar_dois_produtos_carrinho.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_adicionar_dois_produtos_carrinho/suite_adicionar_dois_produtos_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,41.623,1938,388,45087511100,17026360000,27561671000,stop,77d2ab25492ccd6b7d25a3f206ae93c09f760d2ef14693ebb6c417b698dc3231,5de08c0ca80966078f7c0f9f48ece98f5f1461a78a8524f065787be96760aebe,0e838da7e0bf06796ca8167c11c9392e0bb39b7e746f3083b5788a4e3ba5224b,be72409e64b65e6d59bbc8daa400de2abf47d18ffe1d39404db133ddd129c1a7,27,30,7,4,0.807,collected,0,2.045,failed,50.682,44557.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('[id=""add-to-cart-button-13""]')[22m


TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for getByText('Fiction', { exact: true }).first()[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_atualizar_quantidade_carrinho,failed,4,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_atualizar_quantidade_carrinho.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_atualizar_quantidade_carrinho.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_atualizar_quantidade_carrinho.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_atualizar_quantidade_carrinho/suite_atualizar_quantidade_carrinho.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,36.452,1880,324,39655461400,16552019000,22573990000,stop,bd160e3412511c44e5e7a88f6dbe38511523180285c3c6c5790fd121efa0e9f2,61f5bcf92cf2ead8063a484c3938502baa906c2d683d28d6b901b23a88cb5cea,c282edb5549eb9071703e1dcc54d6d4b1c2d2523f6910b76ec2a049e41b27e9c,e1d7e9e8981c41683cbef962878b0059b8a706575826a9d0a5a63d424b845456,23,23,1,1,0.9565,collected,0,2.046,failed,16.796,13451.0,"TimeoutError: locator.click: Timeout 10000ms exceeded.
Call log:
[2m  - waiting for locator('[id=""add-to-cart-button-13""]')[22m
",locator_timeout,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_busca_sem_resultados,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_busca_sem_resultados.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_busca_sem_resultados.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_busca_sem_resultados.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_busca_sem_resultados/suite_busca_sem_resultados.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,27.829,1635,223,29223481800,13674766000,15030867000,stop,46d7d180aedc457d2cb92cc6302e05d6d66131831b923e06851c39df0b085a33,497bd9719324fbb05c9dde478a374b047c879a3ce3b88cd48ca5acbb1b6ff2ad,9f02512d17c90ca4700e993fbccf6559ab3ae70f38f6d70885c73069dc612cc3,46d7d180aedc457d2cb92cc6302e05d6d66131831b923e06851c39df0b085a33,21,21,0,0,1.0,collected,0,1.975,failed,14.554,11216.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator: getByText('No products were found that matched your criteria!')
Expected: visible
Timeout: 7000ms
Error: element(s) not found

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for getByText('No products were found that matched your criteria!')[22m
",assertion_failure,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_cadastro_campos_obrigatorios,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_cadastro_campos_obrigatorios.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_cadastro_campos_obrigatorios.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_cadastro_campos_obrigatorios.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_cadastro_campos_obrigatorios/suite_cadastro_campos_obrigatorios.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,40.24,2160,345,43946214800,18710412000,24717315000,stop,e8e71e252ff0619f082d7a1b6038f5cfed263ec213040f96ee063ea69a845e04,8e511417a7427ca3bebf3906379a9b5a7408b9f08373e60c4830f1bf4659d875,544ab34d3501087fd242776393746a2634c1ae46a54a44cebcf7634a92fd4e90,e8e71e252ff0619f082d7a1b6038f5cfed263ec213040f96ee063ea69a845e04,27,27,0,0,1.0,collected,0,2.088,failed,7.757,4407.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator: getByText('Password is required')
Expected: visible
Error: strict mode violation: getByText('Password is required') resolved to 2 elements:
    1) <span class="""" for=""Password"">Password is required.</span> aka getByText('Password is required.').first()
    2) <span class="""" for=""ConfirmPassword"">Password is required.</span> aka getByText('Password is required.').nth(1)

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for getByText('Password is required')[22m
",selector_ambiguity,,not_reviewed_execution_failed,False
qwen2.5-coder:7b,qwen_new_20,structured_context,suite_cadastro_confirmacao_senha,failed,5,/home/martinsspn/dissertacao_e2e_semantico/python_app/teste_prompt_e2e_semantico/generated_tests/structured_context_qwen25coder_demowebshop20_20260727_01/suite_cadastro_confirmacao_senha.spec.ts,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/baseline/suite_cadastro_confirmacao_senha.txt,/home/martinsspn/openai_playwright_batch/inputs/demowebshop20-20260727-ready/structured_context/suite_cadastro_confirmacao_senha.prompt.md,/home/martinsspn/dissertacao_e2e_semantico/python_app/avaliacao_prompts/repair_runs/qwen25coder_repair_20260728_01/qwen2-5-coder-7b/qwen_new_20/structured_context/suite_cadastro_confirmacao_senha/suite_cadastro_confirmacao_senha.spec.ts,qwen2.5-coder:7b,1,True,0,20260728,16384,4096,43.652,2240,366,46282257600,19080775000,26647241000,stop,33bde7c586127dde7e4241b7cce724ab8a03972c266ad5a4cffbac0dda29dd74,dd40096e9a7e52f2f82e8e1bd91a8f4f1f1d4eb346fa7eb2a303341d52ee227a,8f0561c2b0e64b44cb4b7a09f83138d5b78240a187da5122ceb499b7c67981e1,33bde7c586127dde7e4241b7cce724ab8a03972c266ad5a4cffbac0dda29dd74,32,32,0,0,1.0,collected,0,2.018,failed,14.579,11292.0,"Error: [2mexpect([22m[31mlocator[39m[2m).[22mtoBeVisible[2m([22m[2m)[22m failed

Locator: getByText('The specified passwords do not match.')
Expected: visible
Timeout: 7000ms
Error: element(s) not found

Call log:
[2m  - Expect ""toBeVisible"" with timeout 7000ms[22m
[2m  - waiting for getByText('The specified passwords do not match.')[22m
",assertion_failure,,not_reviewed_execution_failed,False
